Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Rainbow's End Ceramics,Point of interest,"point_of_interest, establishment","260 Castle Hill Ranch Rd, Walnut Creek, CA 94595, USA",https://rainbowsendceramics.com/contact,ChIJVVWhqG6Kj4ARdhKQ9g1PGAs
August Reed Band,Store,"point_of_interest, store, establishment","260 Castle Hill Ranch Rd, Walnut Creek, CA 94595, USA",https://augustreedband.com/,ChIJX0ZVdGOLj4ARxvv_15UKEKQ
Music One Studios,Educational Institution,"school, educational_institution, service, point_of_interest, store, establishment","66 Vista Ln, Alamo, CA 94507, USA",https://musiconestudios.com/,ChIJ78MsD5hhhYARD0kQwAm1taY
Welcome Home Senior Residents,Health,"lodging, service, point_of_interest, health, establishment","10 Castle Crest Rd, Alamo, CA 94507, USA",http://www.whcaregivers.com/,ChIJ6W7Yt2-Kj4ARfsWfmvuHpNg
The Dogfathers,Pet Boarding Service,"pet_boarding_service, pet_care, point_of_interest, establishment","236 Sydney Dr, Alamo, CA 94507, USA",,ChIJTzybymmKj4ARZFp8mfxpgZE
Crest Ave and Crest Ct,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJ47q1xW-Kj4AR0blXV4V07j0
Tura Ronald E,Health,"point_of_interest, health, establishment","1598 Hillgrade Ave, Alamo, CA 94507, USA",,ChIJufYF5meKj4ARTkknv9tngdc
"Dr. Kayden M. Huxley, DDS",Doctor,"doctor, point_of_interest, health, establishment","2-42 Vía Robles, Alamo, CA 94507, USA",,ChIJyQRONrqLj4ARHnZ2VzAXxd0
Pacific Security Real Estate Services,Banking and Finance,"finance, service, point_of_interest, establishment","38 Winfield Ln, Walnut Creek, CA 94595, USA",https://www.pacificsecurityrealestate.com/contact-us/,ChIJVVURAXKKj4ARP--gtrZ2u_Y
"Roy Cox Productions, Inc.",Services,"service, point_of_interest, establishment","2441 Tice Valley Blvd, Walnut Creek, CA 94595, USA",,ChIJP85j2XGKj4ARfZR9ecZuEvc
Hillgrade Ave and Iron Horse Trail,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJX8jwC2eKj4ARC7l5P3cXdB4
Iron Horse Regional Trail Parking- Hillgrade Ave,Parking Lot,"parking_lot, parking, transportation_service, service, point_of_interest, establishment","Hillgrade Ave, Alamo, CA 94507, USA",https://www.ebparks.org/parks/trails/iron_horse/default.htm,ChIJL34SDGeKj4ARNXSoQKab5sM
Tice Valley Blvd and Crest Ave,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Castle Hill, CA 94595, USA",,ChIJuRnA0nGKj4AR36ZohNv5pcc
Engdahl Karl E DDS,Dentist,"dentist, point_of_interest, health, establishment","304 Castle Glen Rd, Walnut Creek, CA 94595, USA",,ChIJOWkGhm2Kj4ARAfQxP2LAL_4
Danville Blvd and via Robles,Bus Station,"bus_station, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJySyum2aKj4ARRCPfDYk_cgA
Danville Blvd and Hillgrade Ave,Bus Station,"bus_station, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJu7bI3GaKj4AR8GYHI1FkS3A
Livorna Dolphins Swim Team,Sports Club,"sports_club, swimming_pool, sports_activity_location, point_of_interest, association_or_organization, establishment","2533 Trotter Way, Walnut Creek, CA 94596, USA",https://paddockhillshoa-livornaestates.com/membership/,ChIJBUeQiethhYARy0vzi7NNcYo
Trotter Way and Bridle Ln,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJaw--GPOKj4ARdiLxMNIDEeU
Trotter Way and Dapplegray Ln,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJD7eDU_KKj4AR_P2GDjB4WQ0
Spreck Solar,Corporate Office,"corporate_office, point_of_interest, establishment","43 Horseshoe Ct, Walnut Creek, CA 94596, USA",http://sprecksolar.com/,ChIJdSXqkN6Lj4ARO5i8Dt2Pt90
Enhanced Touch,Educational Institution,"educational_institution, point_of_interest, establishment","2258 Lariat Ln, Walnut Creek, CA 94596, USA",https://www.enhanced-touch.com/contact,ChIJq6raZouKj4ARk_39og4zB_w
Guardian RoofingRoofing,Roofing Contractor,"roofing_contractor, point_of_interest, service, establishment","2345 Roan Ln, Walnut Creek, CA 94596, USA",,ChIJY8HpDbWLj4ARtnG7oY4p9hs
Roofing supply store,Building Materials Store,"building_materials_store, point_of_interest, store, establishment","2345 Roan Ln, Walnut Creek, CA 94596, USA",,ChIJmxFVZ-OLj4AR_zOORRXRXPY
ApexoraApexoraRoofi,Building Materials Store,"building_materials_store, point_of_interest, store, establishment","2638 Dapplegray Ln, Walnut Creek, CA 94596, USA",,ChIJoVo-KoCLj4ARqWVCQMAeiCA
Trotter Way and Lariat Ln,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJKxAlmoyKj4ARqYTRLsdgL-w
Alamo Elementary School,Elementary School,"primary_school, school, educational_institution, point_of_interest, establishment","100 Wilson Rd, Alamo, CA 94507, USA",https://ales.srvusd.net/,ChIJ64OBgvGKj4AR3jMzcn9tdWI
Right At School,Child Care Agency,"child_care_agency, summer_camp_organizer, point_of_interest, service, establishment","100 Wilson Rd, Alamo, CA 94507, USA",https://rightatschool.com/school/?school=alamo-elementary&district=ca-san-ramon-valley,ChIJgzEfxRuLj4ARL0_0W8ZdLdc
Luxury studio in Walnut Creek,Lodging,"lodging, point_of_interest, establishment","Walnut Creek, CA 94596, USA",https://www.bluepillow.com/search/67a4ba2a064d51dcdc8f229c?dest=bpex&cat=Apartment&lat=37.87343&lng=-122.03629&language=en,ChIJs-xRRoqKj4ARxZpIHwZWTUM
Elem Park,Park,"park, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJVVVVoPGKj4ARWePKpL6k07o
Trotter Way and Stewart Ave,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJB-bUHYyKj4ARv5331Giorck
Integrative Finance Strategies,Consultant,"consultant, finance, point_of_interest, service, establishment","22 Sugarloaf Terrace, Alamo, CA 94507, USA",http://www.integrativefinance.com/,ChIJkVY8ffaKj4ARbjBnjwL1ud8
Dapplegray Ln and Stewart Ave,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJb0jGgo2Kj4ARy4bBth_Dvq4
Rudgear Park Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","2222 Stewart Ave, Walnut Creek, CA 94596, USA",,ChIJ6VFWnF6Lj4ARHHyPYdgcH4o
Sugarloaf Open Space,Park,"park, tourist_attraction, point_of_interest, establishment","2161 Youngs Valley Rd, Walnut Creek, CA 94596, USA",http://www.walnut-creek.org/Home/Components/FacilityDirectory/FacilityDirectory/14/664,ChIJrZofhIqKj4ARyh6StIENfqI
Alamo Country School,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","1261 Laverock Ln, Alamo, CA 94507, USA",http://www.alamocountryschool.com/,ChIJv2pp0vCKj4ARZTo2nnyvUZ8
Welcome Home Senior Residence (Alamo III),Health,"lodging, health, point_of_interest, service, establishment","110 Pso De Sol, Alamo, CA 94507, USA",http://www.whcaregivers.com/,ChIJvTUPyu-Kj4ARoIeIPK5tx64
Silktone,,"point_of_interest, establishment","420 Livorna Rd, Alamo, CA 94507, USA",https://www.silktone.org/contact.html,ChIJAQBsCcOKj4ARwTqTXPVASOo
Productive Energy Solutions Productive Energy Solutions,Services,"supplier, service, point_of_interest, establishment","380 James Bowie Ct, Alamo, CA 94507, USA",,ChIJVVXlM8KKj4AR9YBCqcWDzgk
Babies To Sleep,Consultant,"consultant, service, medical_clinic, health, point_of_interest, establishment","774 Fair Oaks Dr, Alamo, CA 94507, USA",,ChIJi-Cgk8OKj4ARVbsN_9CMn58
"Livorna Staging Area, Diablo Foothills Regional Park",Park,"park, point_of_interest, establishment","Livorna Rd, Alamo, CA 94507, USA",https://www.ebparks.org/parks/diablo-foothills,ChIJ-2dlfsOKj4AR8WNX_BepHn0
Planta Seca,Farm,"wholesaler, farm, service, point_of_interest, establishment","300 Miranda Ln, Alamo, CA 94507, USA",,ChIJq6qmYsKKj4ARsrQFrr_9ZXA
BC Pilates & Massage,Fitness center,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment","Livorna Rd, Alamo, CA 94507, USA",,ChIJ30MLhh6Lj4ARg3UU7lwDLyg
Stanworth Signs,Store,"service, store, point_of_interest, establishment","2453 Providence Ct, Walnut Creek, CA 94596, USA",http://www.stanworthsign.com/,ChIJn2iFph5khYARhD-7Uok8TZQ
IMS Datawise,Point of interest,"point_of_interest, establishment","908 Gibson Ct, Alamo, CA 94507, USA",https://imsdatawise.com/,ChIJVVUhmemKj4ARqYMtUlbL24E
Geotecnia,Consultant,"consultant, service, point_of_interest, establishment","2422 Providence Ct, Walnut Creek, CA 94596, USA",http://www.geotecnia.com/,ChIJp0U9Y-qKj4AReE6dYuU7fV0
Rubey & Rust,Consultant,"consultant, finance, service, point_of_interest, establishment","2528 Alamo Country Cir, Alamo, CA 94507, USA",https://www.rubeyrust.com/,ChIJW_Cnz-uKj4ARX3Oi20fuKzM
Livorna Park,Park,"park, point_of_interest, establishment","Livorna Rd, Alamo, CA 94507, USA",,ChIJKUBSRgCLj4ARM_G3ITGqrvQ
Jacobs Steven S MD,Doctor,"doctor, health, point_of_interest, establishment","2535 Alamo Country Cir, Alamo, CA 94507, USA",,ChIJR3-EwuuKj4ARmXdNns5ACaY
Laundry services,Laundry,"laundry, service, point_of_interest, establishment","84 Danbury Ct, Alamo, CA 94507, USA",,ChIJVVXlj8WKj4ARntCmttY160M
HW Construction,Services,"service, point_of_interest, establishment","2742 Velvet Way, Walnut Creek, CA 94596, USA",,ChIJkw3YOumKj4AR8lngNzOgQvI
Art ICB Gallery,Art Gallery,"art_gallery, point_of_interest, establishment","2824 Velvet Way, Walnut Creek, CA 94596, USA",,ChIJcyN82OiKj4AR_O6fZB6QL9U
Rubsamen Reid M MD,Doctor,"doctor, health, point_of_interest, establishment","1500 Serafix Rd, Alamo, CA 94507, USA",,ChIJR_zAENCKj4AR3V-WChILHw8
"Judith F. Bailey, RD",Consultant,"consultant, service, health, point_of_interest, establishment","2409 Camino Ramon, San Ramon, CA 94583, USA",,ChIJZ8lsf-uKj4ARa1cQNbITtBM
Custom Pet Printing,Services,"service, point_of_interest, establishment","2962 Roundhill Rd, Alamo, CA 94507, USA",,ChIJL0pgu0yLj4ARn-2E2RkMxnA
chrisstaffordmusic,,"point_of_interest, establishment","109 Warwick Ct, Alamo, CA 94507, USA",https://chrisstaffordmusic.com/,ChIJP6NzYdCLj4ARuEm0i53tV20
Emil Eyvazzadeh MD,Doctor,"doctor, health, point_of_interest, establishment","249 Las Quebradas, Alamo, CA 94507, USA",,ChIJuRPxNdmKj4ARYhG4EWC8_C4
Summit Ranch Equine Center,Stable,"stable, pet_care, service, point_of_interest, establishment","100 Summit Ranch Rd, Alamo, CA 94507, USA",https://www.summitranchequine.com/,ChIJPeDbwtSKj4ARR7mNw0hxJRo
Stephen Joseph Photography,Art Gallery,"art_gallery, point_of_interest, establishment","100 Summit Ranch Rd, Alamo, CA 94507, USA",https://stephenjosephphoto.gallery/,ChIJRcnM1RuLj4ARdFa8c3QxC7w
"Three Rivers Energy, Inc",Consultant,"consultant, service, point_of_interest, establishment","72 Incline Green Ln, Alamo, CA 94507, USA",http://3renergy.com/,ChIJWdaNxeTpj4ARhkWY6gNEC-g
Customer Care Inc,Point of interest,"point_of_interest, establishment","402 Oakshire Pl, Alamo, CA 94507, USA",http://www.customercaresolutions.com/contact-us/,ChIJq6oa9NWKj4AR89W6vJ0pxqY
Eastrock Landscape,General Contractor,"general_contractor, service, point_of_interest, establishment","3046 Stonegate Dr, Alamo, CA 94507, USA",http://eastrocklandscape.com/,ChIJNw0zFc-Kj4ARCAVAP-0Wv_8
Hillside Homes Group Inc,General Contractor,"general_contractor, service, point_of_interest, establishment","500 Oakshire Pl, Alamo, CA 94507, USA",,ChIJF8jE1mKKj4ARMNxi18rovjs
R L Ziegenbein Construction Co,General Contractor,"general_contractor, service, point_of_interest, establishment","441 Oakshire Pl, Alamo, CA 94507, USA",,ChIJF7ebCNeKj4ARtGU3s_N8ggE
PowerWear,Clothing Store,"clothing_store, store, point_of_interest, establishment","445 Oakshire Pl, Alamo, CA 94507, USA",https://powerwear.store/,ChIJe_QAOR6Lj4ARjoaED6xRyAU
Mammoth Rock,Scenic Spot,"scenic_spot, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJK5ahATT1j4ARGU9SRWq-epo
Macedo Ranch Staging Area,Park,"park, point_of_interest, establishment","Alamo, CA 94507, USA",https://www.parks.ca.gov/?page_id=517,ChIJkc3BJdr0j4ARQQrVqYhHukw
Imes Richard K MD,Doctor,"doctor, point_of_interest, health, establishment","254 Imrie Pl, Alamo, CA 94507, USA",,ChIJ8Xnrfdr0j4ARGzrZBIx62H4
Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","3756 Green Valley Rd, Alamo, CA 94507, USA",,ChIJBY9nRan1j4AR9CAWLVCrooI
Your Garden My Gloves,General Contractor,"general_contractor, service, point_of_interest, establishment","96 St Andrews Ln, Alamo, CA 94507, USA",https://yourgardenmygloves.com/,ChIJUZZE8bmLj4ARcuz3x83t2zI
Sunset Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJa0w4xff1j4ARC8YU8q9yFzU
EBMUD Water Tank,Government Office,"manufacturer, government_office, service, point_of_interest, establishment","Unnamed Road, Walnut Creek, CA 94598, USA",,ChIJXyBerL-Lj4ARFR2yoeWZz8I
Diablo Foothills Regional Park,Park,"park, tourist_attraction, point_of_interest, establishment","1700 Castle Rock Rd, Walnut Creek, CA 94598, USA",https://www.ebparks.org/parks/diablo-foothills,ChIJE2wenbaKj4AROFrPAhSltek
Mt Diablo HG/PG LZ,Hiking Area,"hiking_area, park, sports_activity_location, point_of_interest, establishment","Walnut Creek, CA 94598, USA",,ChIJdxAgyj31j4ARRo3l6WVop_g
Burma Road,State Park,"state_park, park, point_of_interest, establishment","N Gate Rd, Walnut Creek, CA 94598, USA",https://www.parks.ca.gov/?page_id=517,ChIJ_ekbcRr1j4ARaJZIXZCVPCc
Camp Jupiter,Place of Worship,"place_of_worship, association_or_organization, point_of_interest, establishment","V29V+X2, Alamo, CA 94598, USA",,ChIJK-JcKwD1j4ARIroF5CdBgjY
"Del Monte Group, LLC - Financial Planner",Consultant,"consultant, finance, service, point_of_interest, establishment","75 Golden Meadow Ln, Alamo, CA 94507, USA",http://www.aplaceofpossibility.com/,ChIJ4eyFgzfyj4AR4P_USOFz0XM
7 Country Oak Lane,Real Estate Agency,"real_estate_agency, service, point_of_interest, establishment","99-1 Country Oak Ln, Alamo, CA 94507, USA",,ChIJ3_OLIO30j4AR1ECl1LldsGk
"Dr. Filip Roos, MD",Doctor,"doctor, point_of_interest, health, establishment","955 Kelley Ct, Lafayette, CA 94549, USA",,ChIJR1PTHxlihYARpIvUUfbwE98
"WECOMM, Inc",Consultant,"consultant, point_of_interest, service, establishment","990 Kelley Ct, Lafayette, CA 94549, USA",,ChIJ8X2ixxhihYARkhGtvyJ4EPQ
On Balance Inc,,"point_of_interest, service, establishment","904 Carl Rd, Lafayette, CA 94549, USA",,ChIJbYvzknVhhYARsb33a0kokZI
College Connections,Consultant,"consultant, point_of_interest, service, establishment","1025 Windsor Dr, Lafayette, CA 94549, USA",http://collegeconnectionsca.com/,ChIJkQwiL_pihYARqY4FKNNfEnc
Lafayette Hidden Oaks Subdivision,Services,"general_contractor, point_of_interest, service, establishment","Leland Dr & Condit Rd, Lafayette, CA 94549, USA",,ChIJ8cgmPR9ihYARgM8qGWARiHQ
Searchlight Seminar,Association / Organization,"association_or_organization, point_of_interest, service, establishment","999 Leland Dr, Lafayette, CA 94549, USA",,ChIJ95pbFB9ihYARPVbHlj_nY0E
White Pony School,Elementary School,"primary_school, school, point_of_interest, educational_institution, establishment","999 Leland Dr, Lafayette, CA 94549, USA",http://www.meherschools.org/,ChIJ95pbFB9ihYARcj5kecKTIkI
Meher School,Elementary School,"primary_school, preschool, school, child_care_agency, point_of_interest, educational_institution, service, establishment","999 Leland Dr, Lafayette, CA 94549, USA",http://www.meherschools.org/,ChIJ95pbFB9ihYARUcq6HdsXnJg
Off Script,,"point_of_interest, establishment","910 Carl Rd, Lafayette, CA 94549, USA",,ChIJxWsZ9C9jhYARB4w0mm6zn8A
Meher Park,Park,"park, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJ____4iFihYARJvAzzYtlChE
Gaming Zone Lafayette,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","1030 Windsor Dr, Lafayette, CA 94549, USA",http://goobage.net/,ChIJlYh75iVjhYARJy8nIzCsFEU
Lafayette/Moraga Regional Trail Parking,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Olympic Blvd Staging Area, Lafayette/Moraga Regional Trail, Lafayette, CA 94549, USA",,ChIJh6goOlFjhYARRSTWDnFLXpY
Sun Valley Bible Chapel,Church,"church, place_of_worship, association_or_organization, point_of_interest, establishment","1031 Leland Dr, Lafayette, CA 94549, USA",,ChIJt72psE5hhYARXgIfGZhA17Y
Sun Valley Swimming Pool,Sports Club,"sports_club, association_or_organization, point_of_interest, establishment","1000 Leland Dr, Lafayette, CA 94549, USA",http://www.sunvalleypool.com/,ChIJlzjUcx9ihYARgYtKKFbNfhA
Tile Tech,General Contractor,"general_contractor, point_of_interest, service, establishment","2875 Acacia Rd, Walnut Creek, CA 94595, USA",http://tiletc.com/,ChIJ2VQzQvdihYARdGAMHC-N-I4
Ideal Career Coach,Services,"point_of_interest, service, establishment","957 Stow Ln, Lafayette, CA 94549, USA",https://idealcareercoach.com/,ChIJxdRgjwljhYARV08SX4BJuhA
Olympic Blvd Staging Area,Hiking Area,"hiking_area, tourist_attraction, sports_activity_location, point_of_interest, establishment","Lafayette/Moraga Regional Trail, Lafayette, CA 94549, USA",,ChIJ79fK8BlihYARUmfRjDIHvpM
C2 Reverse Mortgage,Banking and Finance,"finance, point_of_interest, service, establishment","2814 Kinney Dr, Walnut Creek, CA 94595, USA",https://learnreversetoday.com/,ChIJP99TIQFjhYARWDTcsocP158
Occupational Therapist,Services,"point_of_interest, health, service, establishment","3253 Judy Ln, Lafayette, CA 94549, USA",,ChIJK6meOBZihYARZ3r2V-I3WDI
"Occupational Therapist - Sheila Stosick, MS, OTR/L",Services,"point_of_interest, health, service, establishment","3253 Judy Ln, Lafayette, CA 94549, USA",,ChIJ9WPVNxZihYARWC2gk8ZjnA8
Petite Maison,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","1410 Dewing Ln, Walnut Creek, CA 94595, USA",,ChIJ0zdfNu5hhYARI5IxAgn6C5A
New 3-BR guesthouse with free parking on prem - Three-Bedroom House,Lodging,"lodging, point_of_interest, establishment","Saranap, CA 94595, USA",,ChIJW3_cS-5hhYAR2qtnIspHzB8
Healthcare w/heart,Health,"health, point_of_interest, store, establishment","2363 Boulevard Circle STE 22, Walnut Creek, CA 94595, USA",,ChIJoVpdybJhhYARcRoJ2wJU1bk
For me for mine and for all,,"point_of_interest, establishment","1432 S Villa Way, Walnut Creek, CA 94595, USA",,ChIJV6jebAphhYARtn2EUI_kCFk
"""Legitimate"" Home Décor & Rapture Insurance",Furniture Store,"furniture_store, home_improvement_store, home_goods_store, point_of_interest, store, establishment","69 Acorn Ct, Walnut Creek, CA 94595, USA",https://knothuman181.github.io/AllAboutRats/,ChIJF82ltMBhhYARFDCeGzmSneU
Dewing Park Swim Club,Sports Club,"sports_club, point_of_interest, association_or_organization, establishment","2016 Olympic Blvd, Walnut Creek, CA 94595, USA",http://dewingparkswimclub.com/,ChIJDTs7qvphhYAREZkoYCVsjUI
"Wood Biological Consulting, Inc.",Consultant,"consultant, point_of_interest, service, establishment","65 Alta Hill Way, Walnut Creek, CA 94595, USA",,ChIJqx5_AO9hhYARjdjTtuYGPYs
"Spacious, secluded & new. Mins from downtown WC.",Lodging,"lodging, point_of_interest, establishment","Saranap, CA 94595, USA",https://www.vrbo.com/pdp/lo/87552547?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR,ChIJ06rv_-1hhYARfw7GPQdg0ig
Carnelian Assisted Living,Health,"health, point_of_interest, service, establishment","2380 Warren Rd, Walnut Creek, CA 94595, USA",http://www.carnelianhome.com/,ChIJ95R5gfFhhYARdlQesZiDGU8
Granny Grace's Garden,Farm,"farm, point_of_interest, wholesaler, service, establishment","2366 Warren Rd, Walnut Creek, CA 94595, USA",,ChIJq_bCAJlhhYARVgMKSsUG4No
Mobile Car Detailing - Shine and Drive mobile detailing,,"point_of_interest, establishment","1997 Olympic Blvd, Walnut Creek, CA 94595, USA",https://www.facebook.com/marketplace/item/1119919966873511/?mibextid=6ojiHh,ChIJA7y2jXhhhYARdpThcbnASFg
Diablo Valley Futsal League,Sports Club,"sports_club, sports_activity_location, point_of_interest, association_or_organization, establishment","1997 Olympic Blvd, Walnut Creek, CA 94595, USA",http://diablovalleyfutsal.com/,ChIJj2SkUOVhhYARL0f7YVQ9-NQ
Larsen Nancy B,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","2115 Whyte Park Ave, Walnut Creek, CA 94595, USA",,ChIJO3MsbPBhhYARA8idH85oxe8
2017 Olympic Blvd,Housing Complex,"housing_complex, point_of_interest, service, establishment","2017 Olympic Blvd, Walnut Creek, CA 94595, USA",,ChIJIffDMwBhhYARPdeozmI5RVA
East Bay Lawn Aeration,Services,"point_of_interest, service, establishment","621 N Villa Way, Walnut Creek, CA 94595, USA",http://eastbaylawnaeration.blogspot.com/2010/09/fall-lawn-care.html,ChIJzaI3He9hhYARGhcbnzGr60A
Hemker Academics,Educational Institution,"educational_institution, point_of_interest, establishment","1898 Magnolia Way, Walnut Creek, CA 94595, USA",https://www.academictutoringsite.com/about-me,ChIJu9RPQGthhYARpZRQlR_aURA
ITA Consulting Group,Consultant,"consultant, point_of_interest, service, establishment","90 Maple Ln, Walnut Creek, CA 94595, USA",http://www.itaconsulting.com/contact.htm,ChIJ__8vbeVhhYARM_taKXdCtXQ
Flora Condominium Rentals,Apartment Complex,"apartment_complex, condominium_complex, apartment_building, real_estate_agency, point_of_interest, service, establishment","140 Flora Ave, Walnut Creek, CA 94595, USA",https://www.elevatetoflora.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button,ChIJIycifPFhhYAR0ba4BBqkn_s
Mona Lisa Smile Dental,Dentist,"dentist, doctor, health, point_of_interest, service, establishment","2079 Olympic Blvd, Walnut Creek, CA 94595, USA",https://monalisasmiledental.com/,ChIJuWLwT8Dyj4ARRlIAqRiKVsU
Young William P CPA,Consultant,"accounting, consultant, finance, point_of_interest, service, establishment","1823 Magnolia Way, Walnut Creek, CA 94595, USA",,ChIJBRSeN-9hhYARjBVqFmLit-8
Dariush photography,Services,"point_of_interest, service, establishment","71 Santa Rita Dr, Walnut Creek, CA 94596, USA",https://dariush.mypixieset.com/,ChIJqwKaaBBhhYAR0-ZZlX3UbNQ
Las Lomas High School Football field,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJFb5iXf5hhYAR18K7fqclGQw
George DeKlotz Stadium: Home of the Knights,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJOZ7n7U9hhYARz8W7IJzvVNw
Las Lomas High School Baseball Field,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJh85-NtZhhYARWy48l9rqEMI
Alexander Technique SF Bay Area,Medical Clinic,"medical_clinic, point_of_interest, service, health, establishment","120 Andrea Dr, Walnut Creek, CA 94596, USA",http://alexandertechniquesfbayarea.com/,ChIJxU4ke2xhhYARwREq4JFdKwQ
Las Lomas High School Swimming Pool,Swimming Pool,"swimming_pool, sports_activity_location, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJGZnUyXFhhYARwLlf-JUg7ps
Hillview Apartments,Apartment Building,"apartment_building, point_of_interest, service, establishment","25 El Mirador # A, Walnut Creek, CA 94596, USA",,ChIJiWxqH9thhYAR2LUq8-NdqYI
Las Lomas Track,Park,"park, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJd_WBV11hhYARmrv2cch1j3s
A Higher Perspective,Health,"point_of_interest, service, health, establishment","1931 San Miguel Dr #210, Walnut Creek, CA 94596, USA",http://www.ahigherperspective.com/,ChIJ85Ty5b7yj4ARjzK-n0xhqmw
Teagan Darnell Therapy,Health,"point_of_interest, service, health, establishment","1931 San Miguel Dr #210, Walnut Creek, CA 94596, USA",http://www.teagandarnelltherapy.com/,ChIJB0k2LPpihYARe-5n2m-txCs
"Law Offices of Michael J. Young, Inc.",Attorney,"lawyer, consultant, point_of_interest, service, establishment","1931 San Miguel Dr #220, Walnut Creek, CA 94596, USA",http://www.walnutcreekelderlaw.com/,ChIJU6V159phhYARvAjtoEP0e1U
Qualus,Services,"local_government_office, general_contractor, government_office, point_of_interest, service, establishment","1931 San Miguel Dr #100, Walnut Creek, CA 94596, USA",http://www.qualuscorp.com/,ChIJh7TPtdxhhYAR1GoQfIJoLkE
"Kathryn Mehler-Clark, MFT",Medical Clinic,"medical_clinic, point_of_interest, service, health, establishment","1931 San Miguel Dr #210, Walnut Creek, CA 94596, USA",http://mehlerclark.com/,ChIJ2TW1EtxhhYARcBmXYg1euks
San Miguel Dr and Blackwood Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Walnut Creek, CA 94596, USA",,ChIJZfCxmdBhhYARywSZnK7UB2k
Quail Hill Apartments,Apartment Building,"apartment_building, point_of_interest, service, establishment","1476-1480 Creekside Dr #101, Walnut Creek, CA 94596, USA",https://quailhill-apartments.com/,ChIJE5PobNlhhYARGkcp-IAy7lA
Las Lomas High School Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","1460 S Main St, Walnut Creek, CA 94596, USA",,ChIJrdcIeGthhYARplVZOq8Hgas
"Moira Roberts at CrossCountry Mortgage, LLC | NMLS #2047040",Banking and Finance,"finance, point_of_interest, service, establishment","1211 Newell Ave #200, Walnut Creek, CA 94596, USA",https://ccm.com/moira-roberts,ChIJU5CX8yZhhYARGHFtHmBRd2w
Scott Jackson at CrossCountry Mortgage,Banking and Finance,"finance, point_of_interest, service, establishment","1211 Newell Ave #200, Walnut Creek, CA 94596, USA",,ChIJa817nTWLj4ARHAsQ3bAdkqY
Visionary Development,General Contractor,"general_contractor, point_of_interest, service, establishment","1211 Newell Ave Suite 150, Walnut Creek, CA 94596, USA",,ChIJb-dhjzxhhYAR2ro7u1jhHnc
Kathy Fuller at CrossCountry Mortgage,Banking and Finance,"finance, point_of_interest, service, establishment","1211 Newell Ave #200, Walnut Creek, CA 94596, USA",https://www.ccm.com/Kathy-Fuller,ChIJ44l9q8CLj4ARL18SQqtGpH4
